distrito,agrupacion,candidato,categoria
Santa Fe,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"9 - Bernasconi, Juan Carlos",Diputados Nacionales
Santa Fe,FRENTE PARA LA VICTORIA,"1 - Obeid, Jorge Alberto",Diputados Nacionales
Santa Fe,FRENTE PARA LA VICTORIA,"2 - Gonzalez, Josefina Victoria",Diputados Nacionales
Santa Fe,FRENTE PARA LA VICTORIA,"3 - Seminara, Eduardo Jorge",Diputados Nacionales
Santa Fe,FRENTE PARA LA VICTORIA,"4 - Luciani, Romina Lelis",Diputados Nacionales
Santa Fe,FRENTE PARA LA VICTORIA,"5 - Paulon, Victorio Dante",Diputados Nacionales
Santa Fe,FRENTE PARA LA VICTORIA,"6 - Zorzon, Amado Abel",Diputados Nacionales
Santa Fe,FRENTE PARA LA VICTORIA,"7 - Freyre, Jose Luis",Diputados Nacionales
Santa Fe,FRENTE PARA LA VICTORIA,"8 - Barrappa, Evangelina",Diputados Nacionales
Santa Fe,FRENTE PARA LA VICTORIA,"9 - Barbini, Cristian Hector",Diputados Nacionales
Santa Fe,FRENTE PROGRESISTA CIVICO Y SOCIAL,"1 - Binner, Hermes Juan",Diputados Nacionales
Santa Fe,FRENTE PROGRESISTA CIVICO Y SOCIAL,"2 - Barletta, Mario Domingo",Diputados Nacionales
Santa Fe,FRENTE PROGRESISTA CIVICO Y SOCIAL,"3 - Ciciliani, Alicia Mabel",Diputados Nacionales
Santa Fe,FRENTE PROGRESISTA CIVICO Y SOCIAL,"4 - Javkin, Pablo Lautaro",Diputados Nacionales
Santa Fe,FRENTE PROGRESISTA CIVICO Y SOCIAL,"5 - Copes, Ana Isabel",Diputados Nacionales
Santa Fe,FRENTE PROGRESISTA CIVICO Y SOCIAL,"6 - Gregoret, Hector Delfino",Diputados Nacionales
Santa Fe,FRENTE PROGRESISTA CIVICO Y SOCIAL,"7 - Hynes, Erica Rut",Diputados Nacionales
Santa Fe,FRENTE PROGRESISTA CIVICO Y SOCIAL,"8 - Montaño, Noelia Paulina",Diputados Nacionales
Santa Fe,FRENTE PROGRESISTA CIVICO Y SOCIAL,"9 - Sosa, Gabriela Adelina",Diputados Nacionales
Santa Fe,NUEVA IZQUIERDA,"1 - Parlante, Alejandro Mariano",Diputados Nacionales
Santa Fe,NUEVA IZQUIERDA,"2 - Meier, Mercedes",Diputados Nacionales
Santa Fe,NUEVA IZQUIERDA,"3 - Molinas, Luis Oscar",Diputados Nacionales
Santa Fe,NUEVA IZQUIERDA,"4 - Sosa, María Jimena",Diputados Nacionales
Santa Fe,NUEVA IZQUIERDA,"5 - Silvetti, Sandra Emilce",Diputados Nacionales
Santa Fe,NUEVA IZQUIERDA,"6 - Rosas, Adolfo Noeberto",Diputados Nacionales
Santa Fe,NUEVA IZQUIERDA,"7 - Peralta, Claudia Myriam",Diputados Nacionales
Santa Fe,NUEVA IZQUIERDA,"8 - Corizzo, Javier Facundo",Diputados Nacionales
Santa Fe,NUEVA IZQUIERDA,"9 - Rios, Maria Ines",Diputados Nacionales
Santa Fe,SANTAFESINO CIEN POR CIENTO,"1 - Carignano, Raul Eduardo",Diputados Nacionales
Santa Fe,SANTAFESINO CIEN POR CIENTO,"2 - Maiorana, Sandra Beatriz",Diputados Nacionales
Santa Fe,SANTAFESINO CIEN POR CIENTO,"3 - Aeberhard, Marcela Leonor",Diputados Nacionales
Santa Fe,SANTAFESINO CIEN POR CIENTO,"4 - Porcelli, Veronica Cristina De Baro Graf",Diputados Nacionales
Santa Fe,SANTAFESINO CIEN POR CIENTO,"5 - Huser, Cristian Marcelo",Diputados Nacionales
Santa Fe,SANTAFESINO CIEN POR CIENTO,"6 - Martinez, Natalia Veronica",Diputados Nacionales
Santa Fe,SANTAFESINO CIEN POR CIENTO,"7 - Piaggo, Maria Candela",Diputados Nacionales
Santa Fe,SANTAFESINO CIEN POR CIENTO,"8 - Kahlow, German Alcides Osvaldo",Diputados Nacionales
Santa Fe,SANTAFESINO CIEN POR CIENTO,"9 - Vega, Bernardo Dario",Diputados Nacionales
Santa Fe,UNION PRO SANTA FE FEDERAL,"1 - Torres Del Sel, Miguel Ignacio",Diputados Nacionales
Santa Fe,UNION PRO SANTA FE FEDERAL,"2 - Scaglia, Gisela",Diputados Nacionales
Santa Fe,UNION PRO SANTA FE FEDERAL,"3 - Spinozzi, Ricardo Adrian",Diputados Nacionales
Santa Fe,UNION PRO SANTA FE FEDERAL,"4 - Laspina, Luciano Andres",Diputados Nacionales
Santa Fe,UNION PRO SANTA FE FEDERAL,"5 - Bouza, Agustina",Diputados Nacionales
Santa Fe,UNION PRO SANTA FE FEDERAL,"6 - Colotti, Gerardo Daniel",Diputados Nacionales
Santa Fe,UNION PRO SANTA FE FEDERAL,"7 - Peñalva, Carlos Ariel",Diputados Nacionales
Santa Fe,UNION PRO SANTA FE FEDERAL,"8 - Luchesi, Susana Elsa",Diputados Nacionales
Santa Fe,UNION PRO SANTA FE FEDERAL,"9 - Nuñez, Jose Carlos",Diputados Nacionales
Santa Fe,UNITE CON FE POR LA CULTURA EDUCACION Y TRABAJO,"1 - Bonacci, Jose Alejandro",Diputados Nacionales
Santa Fe,UNITE CON FE POR LA CULTURA EDUCACION Y TRABAJO,"2 - Dwonikoski, Fani Luciana",Diputados Nacionales
Santa Fe,UNITE CON FE POR LA CULTURA EDUCACION Y TRABAJO,"3 - Kiryluk, Carlos Basilio",Diputados Nacionales
Santa Fe,UNITE CON FE POR LA CULTURA EDUCACION Y TRABAJO,"4 - Brouwer, Beatriz Ana",Diputados Nacionales
Santa Fe,UNITE CON FE POR LA CULTURA EDUCACION Y TRABAJO,"5 - Mosqueda, Paulo Abel Ramon",Diputados Nacionales
Santa Fe,UNITE CON FE POR LA CULTURA EDUCACION Y TRABAJO,"6 - Vallejo, Nanci Graciela",Diputados Nacionales
Santa Fe,UNITE CON FE POR LA CULTURA EDUCACION Y TRABAJO,"7 - Martinez, Mario Antonio",Diputados Nacionales
Santa Fe,UNITE CON FE POR LA CULTURA EDUCACION Y TRABAJO,"8 - Mendoza, Oscar Nazareno",Diputados Nacionales
Santa Fe,UNITE CON FE POR LA CULTURA EDUCACION Y TRABAJO,"9 - Scarafia, Beatriz Amelia",Diputados Nacionales
Santiago del Estero,FE,"1 - Calabrese, Antonio",Senadores Nacionales
Santiago del Estero,FE,"1 - Brue, Pedro Antonio",Diputados Nacionales
Santiago del Estero,FE,"2 - Britos, Patricia Griselda",Senadores Nacionales
Santiago del Estero,FE,"2 - Vizcarra, Emilia Del Carmen",Diputados Nacionales
Santiago del Estero,FE,"3 - Ledesma, Carlos Alberto",Diputados Nacionales
Santiago del Estero,FRENTE CIVICO POR SANTIAGO,"1 - Brue, Daniel Agustin",Senadores Nacionales
Santiago del Estero,FRENTE CIVICO POR SANTIAGO,"1 - Oliva, Cristian Rodolfo",Diputados Nacionales
Santiago del Estero,FRENTE CIVICO POR SANTIAGO,"2 - Iturrez, Ada Rosa Del Valle",Senadores Nacionales
Santiago del Estero,FRENTE CIVICO POR SANTIAGO,"2 - Abdala, Norma Amanda",Diputados Nacionales
Santiago del Estero,FRENTE CIVICO POR SANTIAGO,"3 - Juarez, Manuel Humberto",Diputados Nacionales
Santiago del Estero,FRENTE PARA LA VICTORIA,"1 - Ruiz, Hector Eduardo ""Chabay""",Senadores Nacionales
Santiago del Estero,FRENTE PARA LA VICTORIA,"1 - Nazar, Marcelo Antonino",Diputados Nacionales
Santiago del Estero,FRENTE PARA LA VICTORIA,"2 - Corradi, Ana Maria",Senadores Nacionales
Santiago del Estero,FRENTE PARA LA VICTORIA,"2 - Ortiz, Gabriela Alejandra",Diputados Nacionales
Santiago del Estero,FRENTE PARA LA VICTORIA,"3 - Baracat, Juan Manuel",Diputados Nacionales
Santiago del Estero,FRENTE POPULAR,"1 - Montenegro, Gerardo Antenor",Senadores Nacionales
Santiago del Estero,FRENTE POPULAR,"2 - Fuentes, Norma Isabel",Senadores Nacionales
Santiago del Estero,FRENTE PROGRESISTA CIVICO Y SOCIAL,"1 - Rached, Emilio Alberto",Senadores Nacionales
Santiago del Estero,FRENTE PROGRESISTA CIVICO Y SOCIAL,"1 - Griggio, Paola Anabel",Diputados Nacionales
Santiago del Estero,FRENTE PROGRESISTA CIVICO Y SOCIAL,"2 - Neme, Natalia Gabriela",Senadores Nacionales
Santiago del Estero,FRENTE PROGRESISTA CIVICO Y SOCIAL,"2 - Novara, Guillermo Antonio",Diputados Nacionales
Santiago del Estero,FRENTE PROGRESISTA CIVICO Y SOCIAL,"3 - Corbalan, Ricardo Luis",Diputados Nacionales
Santiago del Estero,IZQUIERDA POR UNA OPCION SOCIALISTA,"1 - Basualdo, Nicolas Alfonso",Senadores Nacionales
Santiago del Estero,IZQUIERDA POR UNA OPCION SOCIALISTA,"1 - Favoretti, Anisa Edith",Diputados Nacionales
Santiago del Estero,IZQUIERDA POR UNA OPCION SOCIALISTA,"2 - Bravo, Natalia Elizabeth",Senadores Nacionales
Santiago del Estero,IZQUIERDA POR UNA OPCION SOCIALISTA,"2 - Guzman Moyano, Mario Orlando",Diputados Nacionales
Santiago del Estero,IZQUIERDA POR UNA OPCION SOCIALISTA,"3 - Padilla Ramirez, Soledad Analia",Diputados Nacionales
Tierra del Fuego,ESPACIO DEMOCRATICO PARA LA VICTORIA,"1 - López, Osvaldo Ramon",Senadores Nacionales
Tierra del Fuego,ESPACIO DEMOCRATICO PARA LA VICTORIA,"1 - Chaves, Hector Horacio",Diputados Nacionales
Tierra del Fuego,ESPACIO DEMOCRATICO PARA LA VICTORIA,"2 - Ciar, Noemi Concepcion",Senadores Nacionales
Tierra del Fuego,ESPACIO DEMOCRATICO PARA LA VICTORIA,"2 - Pardo, Norma Itamar",Diputados Nacionales
Tierra del Fuego,FRENTE PARA LA VICTORIA,"1 - Bertone, Rosana Andrea",Senadores Nacionales
Tierra del Fuego,FRENTE PARA LA VICTORIA,"1 - Pérez, Martin Alejandro",Diputados Nacionales
Tierra del Fuego,FRENTE PARA LA VICTORIA,"2 - Catalán Magni, Julio Cesar",Senadores Nacionales
Tierra del Fuego,FRENTE PARA LA VICTORIA,"2 - Cuello, Daniela",Diputados Nacionales
Tierra del Fuego,GEN,"1 - Torres Saitz, Juan Antonio",Diputados Nacionales
Tierra del Fuego,GEN,"2 - Álvarez, Maria Luz",Diputados Nacionales
Tierra del Fuego,JUSTICIALISTA,"1 - Manfredotti Lanzares, Patricia",Senadores Nacionales
Tierra del Fuego,JUSTICIALISTA,"1 - García, Pablo Miguel",Diputados Nacionales
Tierra del Fuego,JUSTICIALISTA,"2 - Martínez, Esteban ""Chiquito""",Senadores Nacionales
Tierra del Fuego,JUSTICIALISTA,"2 - Arrueta, Graciela Noemi",Diputados Nacionales
Tierra del Fuego,MOVIMIENTO POPULAR FUEGUINO,"1 - Garramuño, Jorge Alberto",Senadores Nacionales
Tierra del Fuego,MOVIMIENTO POPULAR FUEGUINO,"1 - Löfler, Juan Matias",Diputados Nacionales
Tierra del Fuego,MOVIMIENTO POPULAR FUEGUINO,"2 - Boyadjian, Miriam Ruth",Senadores Nacionales
Tierra del Fuego,MOVIMIENTO POPULAR FUEGUINO,"2 - Bertotto Collazo, Gissel",Diputados Nacionales
Tierra del Fuego,MOVIMIENTO SOLIDARIO POPULAR,"1 - Martinez, Oscar Anselmo",Diputados Nacionales
Tierra del Fuego,MOVIMIENTO SOLIDARIO POPULAR,"2 - Ceballos, Maria Ofelia Carolina",Diputados Nacionales
Tierra del Fuego,POPULAR,"1 - Colazo, Mario Jorge",Senadores Nacionales
Tierra del Fuego,POPULAR,"1 - Welsch De Bairos, Edgardo",Diputados Nacionales
Tierra del Fuego,POPULAR,"2 - Cainero, Andrea Soledad",Senadores Nacionales
Tierra del Fuego,POPULAR,"2 - Navas, Maria Elena",Diputados Nacionales
Tierra del Fuego,UNION CIVICA RADICAL,"1 - Martín, Jose Maria",Senadores Nacionales
Tierra del Fuego,UNION CIVICA RADICAL,"1 - Da Fonseca, Angel Javier",Diputados Nacionales
Tierra del Fuego,UNION CIVICA RADICAL,"2 - Godoy, Silvia Gladis",Senadores Nacionales
Tierra del Fuego,UNION CIVICA RADICAL,"2 - Mallemaci, Natalia",Diputados Nacionales
Tierra del Fuego,UNION FEDERAL,"1 - Fadul Mora, Liliana",Senadores Nacionales
Tierra del Fuego,UNION FEDERAL,"1 - Ferreyra, Mario Felix",Diputados Nacionales
Tierra del Fuego,UNION FEDERAL,"2 - Vargas, Guillermo Andres",Senadores Nacionales
Tierra del Fuego,UNION FEDERAL,"2 - Biott, Ana Claudia",Diputados Nacionales
Tucumán,ALIANZA ALTERNATIVA POPULAR,"1 - Parajon, Gumersindo Manuel",Diputados Nacionales
Tucumán,ALIANZA ALTERNATIVA POPULAR,"2 - Alberstein, Clarisa",Diputados Nacionales
Tucumán,ALIANZA ALTERNATIVA POPULAR,"3 - Ruiz, Vicente Salvador",Diputados Nacionales
Tucumán,ALIANZA ALTERNATIVA POPULAR,"4 - Di Cola, Estela Haydee",Diputados Nacionales
Tucumán,FRENTE ACUERDO CIVICO Y SOCIAL,"1 - Cano, Jose Manuel",Diputados Nacionales
Tucumán,FRENTE ACUERDO CIVICO Y SOCIAL,"2 - Elias De Perez, Silvia Beatriz",Diputados Nacionales
Tucumán,FRENTE ACUERDO CIVICO Y SOCIAL,"3 - Casañas, Juan Francisco",Diputados Nacionales
Tucumán,FRENTE ACUERDO CIVICO Y SOCIAL,"4 - Masso, Federico Augusto",Diputados Nacionales
Tucumán,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"1 - Blanco, Daniel Nelson",Diputados Nacionales
Tucumán,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"2 - Zorzoli, Maria Azul",Diputados Nacionales
Tucumán,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"3 - Correa Tejerizo, Jose Martin",Diputados Nacionales
Tucumán,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"4 - Veliz, Juan Luis",Diputados Nacionales
Tucumán,FRENTE PARA LA VICTORIA,"1 - Manzur, Juan Luis",Diputados Nacionales
Tucumán,FRENTE PARA LA VICTORIA,"2 - Jaldo, Osvaldo Francisco",Diputados Nacionales
Tucumán,FRENTE PARA LA VICTORIA,"3 - Carrizo, Nilda Mabel",Diputados Nacionales
Tucumán,FRENTE PARA LA VICTORIA,"4 - Del Valle Gallardo, Miriam Graciela",Diputados Nacionales
Tucumán,FUERZA REPUBLICANA,"1 - Bussi, Ricardo Argentino",Diputados Nacionales
Tucumán,FUERZA REPUBLICANA,"2 - Viña, Claudio Daniel",Diputados Nacionales
Tucumán,FUERZA REPUBLICANA,"3 - Lucena, Susana Guillermina",Diputados Nacionales
Tucumán,FUERZA REPUBLICANA,"4 - Robles, Mercedes Dora",Diputados Nacionales
Tucumán,LABORISTA DE LA INDEPENDENCIA,"1 - Garcia Hamilton, Bernardo",Diputados Nacionales
Tucumán,LABORISTA DE LA INDEPENDENCIA,"2 - Bianco, Dora Isabel",Diputados Nacionales
Tucumán,LABORISTA DE LA INDEPENDENCIA,"3 - Jerez, Esteban Eduardo",Diputados Nacionales
Tucumán,LABORISTA DE LA INDEPENDENCIA,"4 - Arias, Víctor Hugo",Diputados Nacionales
Tucumán,PRO PROPUESTA REPUBLICANA,"1 - Colombres Garmendia, Alberto",Diputados Nacionales
Tucumán,PRO PROPUESTA REPUBLICANA,"2 - Costa, Maria Laura",Diputados Nacionales
Tucumán,PRO PROPUESTA REPUBLICANA,"3 - Bleckwedel, Pablo",Diputados Nacionales
Tucumán,PRO PROPUESTA REPUBLICANA,"4 - Diosquez Dupuy, Miguel Angel",Diputados Nacionales
